scientificName,phyloTreeTipLabel,phyloTreeFileName,dynamicProperties,^ot:ottId,^ot:taxonLink,^skos:prefLabel,^ot:ottTaxonName,^ot:originalLabel
Solanum cheesmaniae,Solanum cheesmaniae,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum cheesmaniae', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum cheesmaniae', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",242855,"{'@tb:identifier.taxon': 632154, '@tb:identifier.taxonVariant': 847166, '@ubio': '5884221', '@uniprot': '142759'}",,Solanum cheesmaniae,Solanum cheesmaniae
Cyphanthera microphylla,Cyphanthera microphylla,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Cyphanthera microphylla', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Cyphanthera microphylla', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",810429,"{'@tb:identifier.taxon': 8149, '@tb:identifier.taxonVariant': 19612, '@ubio': '5969250', '@uniprot': '195733'}",,Cyphanthera microphylla,Cyphanthera microphylla
Brugmansia arborea,Brugmansia arborea,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Brugmansia arborea', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Brugmansia arborea', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",843304,"{'@tb:identifier.taxon': 65433, '@tb:identifier.taxonVariant': 140378, '@ubio': '2777561', '@uniprot': '41689'}",,Brugmansia arborea,Brugmansia arborea
Lycium gilliesianum,Lycium gilliesianum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium gilliesianum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium gilliesianum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",596956,"{'@tb:identifier.taxon': 301697, '@tb:identifier.taxonVariant': 350385, '@ubio': '9105161', '@uniprot': '343882'}",,Lycium gilliesianum,Lycium gilliesianum
Nolana diffusa,Nolana diffusa,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana diffusa', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana diffusa', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",325308,"{'@tb:identifier.taxon': 95031, '@tb:identifier.taxonVariant': 174202, '@ubio': '5957956', '@uniprot': '84181'}",,Nolana diffusa,Nolana diffusa
Solanum stellativelutinum,Solanum stellativelutinum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum stellativelutinum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum stellativelutinum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",715568,"{'@tb:identifier.taxon': 604545, '@tb:identifier.taxonVariant': 806737, '@ubio': '9230172'}",,Solanum stellativelutinum,Solanum stellativelutinum
Iochroma edule,Iochroma edule,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Iochroma edule', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Iochroma edule', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",974481,"{'@tb:identifier.taxon': 35205, '@tb:identifier.taxonVariant': 81580, '@ubio': '8443574', '@uniprot': '362358'}",,Iochroma edule,Iochroma edule
Nolana weissiana,Nolana weissiana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana weissiana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana weissiana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",551332,"{'@tb:identifier.taxon': 395110, '@tb:identifier.taxonVariant': 405849, '@ubio': '9382026', '@uniprot': '459206'}",,Nolana weissiana,Nolana weissiana
Jaltomata oppositifolia,Jaltomata oppositifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata oppositifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata oppositifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",532699,,,Jaltomata oppositifolia,Jaltomata oppositifolia
Physochlaina praealta,Physochlaina praealta,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physochlaina praealta', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physochlaina praealta', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",855649,"{'@tb:identifier.taxon': 601955, '@tb:identifier.taxonVariant': 802601, '@ubio': '9178318'}",,Physochlaina praealta,Physochlaina praealta
Lycianthes biflora,Lycianthes biflora,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes biflora', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes biflora', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",27696,"{'@tb:identifier.taxon': 218457, '@tb:identifier.taxonVariant': 285145, '@ubio': '1800483', '@uniprot': '241757'}",,Lycianthes biflora,Lycianthes biflora
Capsicum cardenasii,Capsicum cardenasii,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Capsicum cardenasii', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Capsicum cardenasii', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",408632,"{'@tb:identifier.taxon': 157200, '@tb:identifier.taxonVariant': 232513, '@ubio': '5828470', '@uniprot': '165698'}",,Capsicum cardenasii,Capsicum cardenasii
Lycium chilense,Lycium chilense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium chilense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium chilense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",814797,"{'@tb:identifier.taxon': 149240, '@tb:identifier.taxonVariant': 225053, '@ubio': '3440222', '@uniprot': '155081'}",,Lycium chilense,Lycium chilense
Jaltomata bohsiana,Jaltomata bohsiana,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata bohsiana', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata bohsiana', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",482494,,,Jaltomata bohsiana,Jaltomata bohsiana
Solanum vicinum,Solanum vicinum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum vicinum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum vicinum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",141368,"{'@tb:identifier.taxon': 619636, '@tb:identifier.taxonVariant': 829724, '@ubio': '8400049'}",,Solanum vicinum,Solanum vicinum
Solanum lamprocarpum,Solanum lamprocarpum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum lamprocarpum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum lamprocarpum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",991014,"{'@tb:identifier.taxon': 619575, '@tb:identifier.taxonVariant': 829654, '@ubio': '9222253'}",,Solanum lamprocarpum,Solanum lamprocarpum
Tzeltalia calidaria,Tzeltalia calidaria,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Tzeltalia calidaria', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Tzeltalia calidaria', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",839484,"{'@tb:identifier.taxon': 30162, '@tb:identifier.taxonVariant': 70421, '@ubio': '5981230', '@uniprot': '304115'}",,Tzeltalia calidaria,Tzeltalia calidaria
Athenaea pogogena,Athenaea pogogena,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Athenaea pogogena', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Athenaea pogogena', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",5521807,"{'@tb:identifier.taxon': 619534, '@tb:identifier.taxonVariant': 829610, '@ubio': '3439837'}",,Athenaea pogogena,Athenaea pogogena
Solanum violaceum,Solanum violaceum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum violaceum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum violaceum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",701412,"{'@tb:identifier.taxon': 27300, '@tb:identifier.taxonVariant': 63699, '@ubio': '5983855', '@uniprot': '329803'}",,Solanum violaceum,Solanum violaceum
Solanum habrochaites,Solanum habrochaites,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum habrochaites', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum habrochaites', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",885264,"{'@tb:identifier.taxon': 79800, '@tb:identifier.taxonVariant': 157633, '@ubio': '8717920', '@uniprot': '62890'}",,Solanum habrochaites,Solanum habrochaites
Solanum glutinosum,Solanum glutinosum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum glutinosum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum glutinosum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",14216,"{'@tb:identifier.taxon': 27184, '@tb:identifier.taxonVariant': 63466, '@ubio': '1801068', '@uniprot': '329774'}",,Solanum glutinosum,Solanum glutinosum
Nicotiana occidentalis,Nicotiana occidentalis,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana occidentalis', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana occidentalis', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",232360,"{'@tb:identifier.taxon': 184583, '@tb:identifier.taxonVariant': 257213, '@ubio': '5866199', '@uniprot': '200313'}",,Nicotiana occidentalis,Nicotiana occidentalis
Scopolia japonica,Scopolia japonica,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Scopolia japonica', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Scopolia japonica', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",435703,"{'@tb:identifier.taxon': 202078, '@tb:identifier.taxonVariant': 272306, '@ubio': '3440377', '@uniprot': '221162'}",,Scopolia japonica,Scopolia japonica
Solanum accrescens,Solanum accrescens,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum accrescens', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum accrescens', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",886489,"{'@tb:identifier.taxon': 27115, '@tb:identifier.taxonVariant': 63321, '@ubio': '3440500', '@uniprot': '205522'}",,Solanum accrescens,Solanum accrescens
Solanum clandestinum,Solanum clandestinum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum clandestinum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum clandestinum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1063229,"{'@tb:identifier.taxon': 305380, '@tb:identifier.taxonVariant': 353546, '@ubio': '10287050', '@uniprot': '348168'}",,Solanum clandestinum,Solanum clandestinum
Lycium minimum,Lycium minimum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium minimum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium minimum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",86069,"{'@tb:identifier.taxon': 362381, '@tb:identifier.taxonVariant': 390412, '@ubio': '9105296', '@uniprot': '416535'}",,Lycium minimum,Lycium minimum
Lycianthes furcatistellata,Lycianthes furcatistellata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes furcatistellata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes furcatistellata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",339700,"{'@tb:identifier.taxon': 342849, '@tb:identifier.taxonVariant': 378916, '@ubio': '9117888', '@uniprot': '393150'}",,Lycianthes furcatistellata,Lycianthes furcatistellata
Jaborosa integrifolia,Jaborosa integrifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaborosa integrifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaborosa integrifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",650754,"{'@tb:identifier.taxon': 149238, '@tb:identifier.taxonVariant': 225051, '@ubio': '2667652', '@uniprot': '155079'}",,Jaborosa integrifolia,Jaborosa integrifolia
Solanum jabrense,Solanum jabrense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum jabrense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum jabrense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",991012,"{'@tb:identifier.taxon': 604539, '@tb:identifier.taxonVariant': 806731, '@ubio': '3440596'}",,Solanum jabrense,Solanum jabrense
Lycium pallidum,Lycium pallidum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium pallidum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium pallidum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",560940,"{'@tb:identifier.taxon': 116736, '@tb:identifier.taxonVariant': 195089, '@ubio': '2653622', '@uniprot': '112876'}",,Lycium pallidum,Lycium pallidum
Solanum tenuipes,Solanum tenuipes,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum tenuipes', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum tenuipes', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",872803,"{'@tb:identifier.taxon': 537262, '@tb:identifier.taxonVariant': 712717}",,Solanum tenuipes,Solanum tenuipes
Solanum oplocense,Solanum oplocense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum oplocense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum oplocense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1023758,"{'@tb:identifier.taxon': 278971, '@tb:identifier.taxonVariant': 332731, '@ubio': '5862800', '@uniprot': '317830'}",,Solanum oplocense,Solanum oplocense
Lycianthes sanctaeclarae,Lycianthes sanctaeclarae,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycianthes sanctaeclarae', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycianthes sanctaeclarae', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",864332,"{'@tb:identifier.taxon': 342864, '@tb:identifier.taxonVariant': 378931, '@ubio': '9152528', '@uniprot': '393165'}",,Lycianthes sanctaeclarae,Lycianthes sanctaeclarae
Capsicum flexuosum,Capsicum flexuosum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Capsicum flexuosum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Capsicum flexuosum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",27704,"{'@tb:identifier.taxon': 218454, '@tb:identifier.taxonVariant': 285141, '@ubio': '5891428', '@uniprot': '241754'}",,Capsicum flexuosum,Capsicum flexuosum
Solanum yungasense,Solanum yungasense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum yungasense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum yungasense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",649194,"{'@tb:identifier.taxon': 278978, '@tb:identifier.taxonVariant': 332744, '@ubio': '3440532', '@uniprot': '317837'}",,Solanum yungasense,Solanum yungasense
Solanum laxissimum,Solanum laxissimum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum laxissimum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum laxissimum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",887236,"{'@tb:identifier.taxon': 87048, '@tb:identifier.taxonVariant': 165811, '@ubio': '5864615', '@uniprot': '73573'}",,Solanum laxissimum,Solanum laxissimum
Nicotiana solanifolia,Nicotiana solanifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana solanifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana solanifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",210467,"{'@tb:identifier.taxon': 121199, '@tb:identifier.taxonVariant': 199007, '@ubio': '5845926', '@uniprot': '118714'}",,Nicotiana solanifolia,Nicotiana solanifolia
Solanum pungetium,Solanum pungetium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum pungetium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum pungetium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",192042,"{'@tb:identifier.taxon': 619589, '@tb:identifier.taxonVariant': 829668, '@ubio': '9109568'}",,Solanum pungetium,Solanum pungetium
Nicotiana rotundifolia,Nicotiana rotundifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nicotiana rotundifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nicotiana rotundifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",232354,"{'@tb:identifier.taxon': 184581, '@tb:identifier.taxonVariant': 257211, '@ubio': '5866201', '@uniprot': '200310'}",,Nicotiana rotundifolia,Nicotiana rotundifolia
Nolana coronata,Nolana coronata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nolana coronata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nolana coronata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",849815,"{'@tb:identifier.taxon': 95029, '@tb:identifier.taxonVariant': 174200, '@ubio': '5957954', '@uniprot': '84179'}",,Nolana coronata,Nolana coronata
Hyoscyamus niger,Hyoscyamus niger,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Hyoscyamus niger', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Hyoscyamus niger', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",822716,"{'@tb:identifier.taxon': 50897, '@tb:identifier.taxonVariant': 120477, '@ubio': '2653605', '@uniprot': '4079'}",,Hyoscyamus niger,Hyoscyamus niger
Solanum stenophyllidium,Solanum stenophyllidium,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum stenophyllidium', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum stenophyllidium', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",311882,"{'@tb:identifier.taxon': 27138, '@tb:identifier.taxonVariant': 113547, '@ubio': '3440624', '@uniprot': '205531'}",,Solanum stenophyllidium,Solanum stenophyllidium
Solanum unilobum,Solanum unilobum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum unilobum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum unilobum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",985301,"{'@tb:identifier.taxon': 40233, '@tb:identifier.taxonVariant': 93390, '@ubio': '5885458', '@uniprot': '265420'}",,Solanum unilobum,Solanum unilobum
Solanum occultum,Solanum occultum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum occultum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum occultum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",1035627,"{'@tb:identifier.taxon': 40213, '@tb:identifier.taxonVariant': 93345, '@ubio': '5993466', '@uniprot': '265406'}",,Solanum occultum,Solanum occultum
Solanum nobile,Solanum nobile,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum nobile', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum nobile', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",193890,"{'@tb:identifier.taxon': 349416, '@tb:identifier.taxonVariant': 382909, '@ubio': '8637656', '@uniprot': '401001'}",,Solanum nobile,Solanum nobile
Physalis cordata,Physalis cordata,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Physalis cordata', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Physalis cordata', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",414764,"{'@tb:identifier.taxon': 22163, '@tb:identifier.taxonVariant': 51535, '@ubio': '2653664', '@uniprot': '304142'}",,Physalis cordata,Physalis cordata
Withania coagulans,Withania coagulans,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Withania coagulans', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Withania coagulans', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",819596,"{'@tb:identifier.taxon': 168564, '@tb:identifier.taxonVariant': 243053, '@ubio': '5863705', '@uniprot': '180581'}",,Withania coagulans,Withania coagulans
Solanum talarense,Solanum talarense,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum talarense', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum talarense', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",715560,"{'@tb:identifier.taxon': 604570, '@tb:identifier.taxonVariant': 806762, '@ubio': '9161193'}",,Solanum talarense,Solanum talarense
Nierembergia linariifolia,Nierembergia linariifolia,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Nierembergia linariifolia', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Nierembergia linariifolia', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",474441,"{'@tb:identifier.taxon': 245745, '@tb:identifier.taxonVariant': 465959, '@ubio': '9190227', '@uniprot': '274375'}",,Nierembergia linariifolia,Nierembergia linariifolia
Lycium californicum,Lycium californicum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium californicum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium californicum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",40052,"{'@tb:identifier.taxon': 116728, '@tb:identifier.taxonVariant': 195084, '@ubio': '2653615', '@uniprot': '112867'}",,Lycium californicum,Lycium californicum
Solanum drymophilum,Solanum drymophilum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum drymophilum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum drymophilum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",836443,"{'@tb:identifier.taxon': 27172, '@tb:identifier.taxonVariant': 63445, '@ubio': '2653560', '@uniprot': '205548'}",,Solanum drymophilum,Solanum drymophilum
Solanum gardneri,Solanum gardneri,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Solanum gardneri', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Solanum gardneri', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",414058,"{'@tb:identifier.taxon': 604534, '@tb:identifier.taxonVariant': 806726, '@ubio': '3440736'}",,Solanum gardneri,Solanum gardneri
,Lycium microphyllum,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Lycium microphyllum', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Lycium microphyllum', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",,"{'@tb:identifier.taxon': 619545, '@tb:identifier.taxonVariant': 829624, '@ubio': '9119163'}",,,Lycium microphyllum
Jaltomata sagastegui,Jaltomata sagastegui,"['ot_1003_Tr100304.nex', 'ot_1003_Tr100305.nex']","[{'phyloTreeTipLabel': 'Jaltomata sagastegui', 'phyloTreeFileName': 'ot_1003_Tr100304.nex'}, {'phyloTreeTipLabel': 'Jaltomata sagastegui', 'phyloTreeFileName': 'ot_1003_Tr100305.nex'}]",532693,"{'@tb:identifier.taxon': 14827, '@tb:identifier.taxonVariant': 34851, '@ubio': '8742133'}",,Jaltomata sagastegui,Jaltomata sagastegui
