scientificName,phyloTreeTipLabel,phyloTreeFileName,^skos:prefLabel,^ot:originalLabel,^ot:ottTaxonName,^ot:taxonLink,^ot:ottId
Petunia littoralis,Petunia littoralis,ot_1003_Tr100305.nex,-,Petunia littoralis,Petunia littoralis,"{'@tb:identifier.taxon': 283625, '@tb:identifier.taxonVariant': 336738, '@ubio': '5912922', '@uniprot': '323113'}",446930
Iochroma cardenasianum,Iochroma cardenasianum,ot_1003_Tr100305.nex,-,Iochroma cardenasianum,Iochroma cardenasianum,"{'@tb:identifier.taxon': 35209, '@tb:identifier.taxonVariant': 81593, '@ubio': '9218365', '@uniprot': '362354'}",974501
Lycium hirsutum,Lycium hirsutum,ot_1003_Tr100305.nex,-,Lycium hirsutum,Lycium hirsutum,"{'@tb:identifier.taxon': 301698, '@tb:identifier.taxonVariant': 350387, '@ubio': '9164916', '@uniprot': '343883'}",596958
Anthotroche pannosa,Anthotroche pannosa,ot_1003_Tr100305.nex,-,Anthotroche pannosa,Anthotroche pannosa,"{'@tb:identifier.taxon': 1874, '@tb:identifier.taxonVariant': 4573, '@ubio': '5969245', '@uniprot': '195726'}",286565
Lycium decumbens,Lycium decumbens,ot_1003_Tr100305.nex,-,Lycium decumbens,Lycium decumbens,"{'@tb:identifier.taxon': 362373, '@tb:identifier.taxonVariant': 390400, '@ubio': '9164810', '@uniprot': '416527'}",660386
Solanum microphyllum,Solanum microphyllum,ot_1003_Tr100305.nex,-,Solanum microphyllum,Solanum microphyllum,"{'@tb:identifier.taxon': 27218, '@tb:identifier.taxonVariant': 63542, '@ubio': '5983845', '@uniprot': '329786'}",691779
Solanum refractum,Solanum refractum,ot_1003_Tr100305.nex,-,Solanum refractum,Solanum refractum,"{'@tb:identifier.taxon': 27258, '@tb:identifier.taxonVariant': 63615, '@ubio': '5983850', '@uniprot': '329797'}",168865
Nicotiana undulata,Nicotiana undulata,ot_1003_Tr100305.nex,-,Nicotiana undulata,Nicotiana undulata,"{'@tb:identifier.taxon': 121198, '@tb:identifier.taxonVariant': 199006, '@ubio': '5845944', '@uniprot': '118713'}",210478
Solanum ugentii,Solanum ugentii,ot_1003_Tr100305.nex,-,Solanum ugentii,Solanum ugentii,"{'@tb:identifier.taxon': 278977, '@tb:identifier.taxonVariant': 332743, '@ubio': '5871411', '@uniprot': '317836'}",1023762
Solanum jamesii,Solanum jamesii,ot_1003_Tr100305.nex,-,Solanum jamesii,Solanum jamesii,"{'@tb:identifier.taxon': 162434, '@tb:identifier.taxonVariant': 237434, '@ubio': '2653535', '@uniprot': '172793'}",598931
Solanum incarceratum,Solanum incarceratum,ot_1003_Tr100305.nex,-,Solanum incarceratum,Solanum incarceratum,"{'@tb:identifier.taxon': 27195, '@tb:identifier.taxonVariant': 63487, '@ubio': '3440720', '@uniprot': '267267'}",863012
Solanum chamaepolybotryon,Solanum chamaepolybotryon,ot_1003_Tr100305.nex,-,Solanum chamaepolybotryon,Solanum chamaepolybotryon,"{'@tb:identifier.taxon': 564514, '@tb:identifier.taxonVariant': 785367, '@ubio': '9125500', '@uniprot': '0'}",271287
Nicotiana acaulis,Nicotiana acaulis,ot_1003_Tr100305.nex,-,Nicotiana acaulis,Nicotiana acaulis,"{'@tb:identifier.taxon': 121178, '@tb:identifier.taxonVariant': 198987, '@ubio': '5845847', '@uniprot': '118692'}",698769
Solanum hystrix,Solanum hystrix,ot_1003_Tr100305.nex,-,Solanum hystrix,Solanum hystrix,"{'@tb:identifier.taxon': 34289, '@tb:identifier.taxonVariant': 79158, '@ubio': '9192585', '@uniprot': '368034'}",518417
Capsicum rhomboideum,Capsicum rhomboideum,ot_1003_Tr100305.nex,-,Capsicum rhomboideum,Capsicum rhomboideum,"{'@tb:identifier.taxon': 397350, '@tb:identifier.taxonVariant': 406670, '@ubio': '5905361', '@uniprot': '462292'}",445178
Nicotiana spegazzinii,Nicotiana spegazzinii,ot_1003_Tr100305.nex,-,Nicotiana spegazzinii,Nicotiana spegazzinii,"{'@tb:identifier.taxon': 184571, '@tb:identifier.taxonVariant': 257201, '@ubio': '5845928', '@uniprot': '200300'}",755401
Solanum avilesii,Solanum avilesii,ot_1003_Tr100305.nex,-,Solanum avilesii,Solanum avilesii,"{'@tb:identifier.taxon': 276750, '@tb:identifier.taxonVariant': 330624, '@ubio': '5864245', '@uniprot': '315334'}",46940
Physalis lassa,Physalis lassa,ot_1003_Tr100305.nex,-,Physalis lassa,Physalis lassa,"{'@tb:identifier.taxon': 22174, '@tb:identifier.taxonVariant': 51563, '@ubio': '5981238', '@uniprot': '304151'}",940391
Nierembergia andina,Nierembergia andina,ot_1003_Tr100305.nex,-,Nierembergia andina,Nierembergia andina,"{'@tb:identifier.taxon': 408227, '@tb:identifier.taxonVariant': 543680, '@ubio': '9197965', '@uniprot': '481619'}",171409
Nicotiana megalosiphon,Nicotiana megalosiphon,ot_1003_Tr100305.nex,-,Nicotiana megalosiphon,Nicotiana megalosiphon,"{'@tb:identifier.taxon': 121188, '@tb:identifier.taxonVariant': 198997, '@ubio': '5862066', '@uniprot': '118703'}",733962
Schizanthus parvulus,Schizanthus parvulus,ot_1003_Tr100305.nex,-,Schizanthus parvulus,Schizanthus parvulus,"{'@tb:identifier.taxon': 315570, '@tb:identifier.taxonVariant': 360795, '@ubio': '5985526', '@uniprot': '360634'}",713307
Lycium macrodon,Lycium macrodon,ot_1003_Tr100305.nex,-,Lycium macrodon,Lycium macrodon,"{'@tb:identifier.taxon': 127952, '@tb:identifier.taxonVariant': 205500, '@ubio': '2653621', '@uniprot': '127636'}",109771
Chamaesaracha coronopus,Chamaesaracha coronopus,ot_1003_Tr100305.nex,-,Chamaesaracha coronopus,Chamaesaracha coronopus,"{'@tb:identifier.taxon': 5691, '@tb:identifier.taxonVariant': 13789, '@ubio': '2653592', '@uniprot': '304120'}",264839
Solanum berthaultii,Solanum berthaultii,ot_1003_Tr100305.nex,-,Solanum berthaultii,Solanum berthaultii,"{'@tb:identifier.taxon': 69778, '@tb:identifier.taxonVariant': 417715, '@ubio': '5862318', '@uniprot': '47970'}",982762
Solanum mitlense,Solanum mitlense,ot_1003_Tr100305.nex,-,Solanum mitlense,Solanum mitlense,"{'@tb:identifier.taxon': 27219, '@tb:identifier.taxonVariant': 63543, '@ubio': '5983846', '@uniprot': '329787'}",691777
Nicandra physalodes,Nicandra physalodes,ot_1003_Tr100305.nex,-,Nicandra physalodes,Nicandra physalodes,"{'@tb:identifier.taxon': 19083, '@tb:identifier.taxonVariant': 44414, '@ubio': '2653637', '@uniprot': '33118'}",232472
Brugmansia sanguinea,Brugmansia sanguinea,ot_1003_Tr100305.nex,-,Brugmansia sanguinea,Brugmansia sanguinea,"{'@tb:identifier.taxon': 429007, '@tb:identifier.taxonVariant': 565196, '@ubio': '2669850', '@uniprot': '540794'}",445285
Solanum tetramerum,Solanum tetramerum,ot_1003_Tr100305.nex,-,Solanum tetramerum,Solanum tetramerum,"{'@tb:identifier.taxon': 604557, '@tb:identifier.taxonVariant': 806749, '@ubio': '9136062'}",715562
Solanum aturense,Solanum aturense,ot_1003_Tr100305.nex,-,Solanum aturense,Solanum aturense,"{'@tb:identifier.taxon': 27135, '@tb:identifier.taxonVariant': 63362, '@ubio': '3440439', '@uniprot': '329763'}",535391
Lycianthes lenta,Lycianthes lenta,ot_1003_Tr100305.nex,-,Lycianthes lenta,Lycianthes lenta,"{'@tb:identifier.taxon': 168561, '@tb:identifier.taxonVariant': 243048, '@ubio': '3440188', '@uniprot': '180576'}",480685
Solanum latens,Solanum latens,ot_1003_Tr100305.nex,-,Solanum latens,Solanum latens,"{'@tb:identifier.taxon': 619576, '@tb:identifier.taxonVariant': 829655, '@ubio': '8399975'}",464545
Nicotiana arentsii,Nicotiana arentsii,ot_1003_Tr100305.nex,-,Nicotiana arentsii,Nicotiana arentsii,"{'@tb:identifier.taxon': 184589, '@tb:identifier.taxonVariant': 257218, '@ubio': '3440277', '@uniprot': '200319'}",232343
Benthamiella skottsbergii,Benthamiella skottsbergii,ot_1003_Tr100305.nex,-,Benthamiella skottsbergii,Benthamiella skottsbergii,"{'@tb:identifier.taxon': 429005, '@tb:identifier.taxonVariant': 565194, '@ubio': '9233683', '@uniprot': '540792'}",445281
Nierembergia rivularis,Nierembergia rivularis,ot_1003_Tr100305.nex,-,Nierembergia rivularis,Nierembergia rivularis,"{'@tb:identifier.taxon': 41295, '@tb:identifier.taxonVariant': 96258, '@ubio': '9120547', '@uniprot': '274386'}",898778
Nolana pilosa,Nolana pilosa,ot_1003_Tr100305.nex,-,Nolana pilosa,Nolana pilosa,"{'@tb:identifier.taxon': 395102, '@tb:identifier.taxonVariant': 405836, '@ubio': '9381879', '@uniprot': '459198'}",705992
Solanum innoxium,Solanum innoxium,ot_1003_Tr100305.nex,-,Solanum innoxium,Solanum innoxium,"{'@tb:identifier.taxon': 619571, '@tb:identifier.taxonVariant': 829650, '@ubio': '8399827'}",990998
Deprea dilloniana,Larnax dilloniana,ot_1003_Tr100305.nex,-,Larnax dilloniana,Deprea dilloniana,"{'@tb:identifier.taxon': 118757, '@tb:identifier.taxonVariant': 197107, '@ubio': '5960788', '@uniprot': '115731'}",903502
Capsicum ciliatum,Capsicum ciliatum,ot_1003_Tr100305.nex,-,Capsicum ciliatum,Capsicum ciliatum,"{'@tb:identifier.taxon': 4849, '@tb:identifier.taxonVariant': 11686, '@ubio': '5866452', '@uniprot': '165699'}",408630
Jaltomata contumacensis,Jaltomata contumacensis,ot_1003_Tr100305.nex,-,Jaltomata contumacensis,Jaltomata contumacensis,-,1058964
Solanum asymmetriphyllum,Solanum asymmetriphyllum,ot_1003_Tr100305.nex,-,Solanum asymmetriphyllum,Solanum asymmetriphyllum,"{'@tb:identifier.taxon': 27133, '@tb:identifier.taxonVariant': 63358, '@ubio': '5983836', '@uniprot': '329762'}",535393
Merinthopodium neuranthum,Merinthopodium neuranthum,ot_1003_Tr100305.nex,-,Merinthopodium neuranthum,Merinthopodium neuranthum,"{'@tb:identifier.taxon': 408222, '@tb:identifier.taxonVariant': 409988, '@ubio': '9163484', '@uniprot': '481614'}",171399
Solanum wendlandii,Solanum wendlandii,ot_1003_Tr100305.nex,-,Solanum wendlandii,Solanum wendlandii,"{'@tb:identifier.taxon': 27303, '@tb:identifier.taxonVariant': 63704, '@ubio': '2669403', '@uniprot': '45842'}",590312
Solanum donianum,Solanum donianum,ot_1003_Tr100305.nex,-,Solanum donianum,Solanum donianum,"{'@tb:identifier.taxon': 604562, '@tb:identifier.taxonVariant': 806754, '@ubio': '2653525'}",294747
Solanum ditrichum,Solanum ditrichum,ot_1003_Tr100305.nex,-,Solanum ditrichum,Solanum ditrichum,"{'@tb:identifier.taxon': 619561, '@tb:identifier.taxonVariant': 829640, '@ubio': '8400032'}",414064
Hyoscyamus desertorum,Hyoscyamus desertorum,ot_1003_Tr100305.nex,-,Hyoscyamus desertorum,Hyoscyamus desertorum,"{'@tb:identifier.taxon': 429015, '@tb:identifier.taxonVariant': 565211, '@ubio': '9194128', '@uniprot': '540804'}",434587
Solanum nitidum,Solanum nitidum,ot_1003_Tr100305.nex,-,Solanum nitidum,Solanum nitidum,"{'@tb:identifier.taxon': 632135, '@tb:identifier.taxonVariant': 847147, '@ubio': '9132226', '@uniprot': '115668'}",207732
Physalis pubescens,Physalis pubescens,ot_1003_Tr100305.nex,-,Physalis pubescens,Physalis pubescens,"{'@tb:identifier.taxon': 22187, '@tb:identifier.taxonVariant': 51595, '@ubio': '2653671', '@uniprot': '300354'}",751072
Solanum brevifolium,Solanum brevifolium,ot_1003_Tr100305.nex,-,Solanum brevifolium,Solanum brevifolium,"{'@tb:identifier.taxon': 564513, '@tb:identifier.taxonVariant': 785366, '@ubio': '5862375', '@uniprot': '0'}",515087
Nicotiana obtusifolia,Nicotiana obtusifolia,ot_1003_Tr100305.nex,-,Nicotiana obtusifolia,Nicotiana obtusifolia,"{'@tb:identifier.taxon': 184586, '@tb:identifier.taxonVariant': 257215, '@ubio': '851018', '@uniprot': '200316'}",232350
Vestia lycioides,Vestia lycioides,ot_1003_Tr100305.nex,-,Vestia lycioides,Vestia lycioides,"{'@tb:identifier.taxon': 30648, '@tb:identifier.taxonVariant': 71496, '@ubio': '5972861', '@uniprot': '225659'}",43636
Cestrum luteovirescens,Cestrum luteovirescens,ot_1003_Tr100305.nex,-,Cestrum luteovirescens,Cestrum luteovirescens,"{'@tb:identifier.taxon': 336178, '@tb:identifier.taxonVariant': 374404, '@ubio': '10311501', '@uniprot': '385332'}",317969
Brunfelsia americana,Brunfelsia americana,ot_1003_Tr100305.nex,-,Brunfelsia americana,Brunfelsia americana,"{'@tb:identifier.taxon': 4113, '@tb:identifier.taxonVariant': 9954, '@ubio': '2653695', '@uniprot': '225614'}",748589
Solanum delitescens,Solanum delitescens,ot_1003_Tr100305.nex,-,Solanum delitescens,Solanum delitescens,"{'@tb:identifier.taxon': 27169, '@tb:identifier.taxonVariant': 63435, '@ubio': '3440484', '@uniprot': '205546'}",836458
Solanum maternum,Solanum maternum,ot_1003_Tr100305.nex,-,Solanum maternum,Solanum maternum,"{'@tb:identifier.taxon': 40232, '@tb:identifier.taxonVariant': 93387, '@ubio': '5899063', '@uniprot': '265404'}",722343
Lycium athium,Lycium athium,ot_1003_Tr100305.nex,-,Lycium athium,Lycium athium,"{'@tb:identifier.taxon': 362371, '@tb:identifier.taxonVariant': 390396, '@ubio': '10330805', '@uniprot': '416525'}",660390
Petunia scheideana,Petunia scheideana,ot_1003_Tr100305.nex,-,Petunia scheideana,Petunia scheideana,"{'@tb:identifier.taxon': 283626, '@tb:identifier.taxonVariant': 336739, '@ubio': '3440291', '@uniprot': '323114'}",446937
Cestrum dasyanthum,Cestrum dasyanthum,ot_1003_Tr100305.nex,-,Cestrum dasyanthum,Cestrum dasyanthum,"{'@tb:identifier.taxon': 36744, '@tb:identifier.taxonVariant': 85038, '@ubio': '9138995', '@uniprot': '385322'}",392649
Solanum arundo,Solanum arundo,ot_1003_Tr100305.nex,-,Solanum arundo,Solanum arundo,"{'@tb:identifier.taxon': 27132, '@tb:identifier.taxonVariant': 63357, '@ubio': '5983835', '@uniprot': '329761'}",535395
Solanum ehrenbergii,Solanum ehrenbergii,ot_1003_Tr100305.nex,-,Solanum ehrenbergii,Solanum ehrenbergii,"{'@tb:identifier.taxon': 183883, '@tb:identifier.taxonVariant': 256631, '@ubio': '3440420', '@uniprot': '199469'}",435432
Lycianthes saltensis,Lycianthes saltensis,ot_1003_Tr100305.nex,-,Lycianthes saltensis,Lycianthes saltensis,"{'@tb:identifier.taxon': 342863, '@tb:identifier.taxonVariant': 378930, '@ubio': '9118489', '@uniprot': '393164'}",864330
Solanum rostratum,Solanum rostratum,ot_1003_Tr100305.nex,-,Solanum rostratum,Solanum rostratum,"{'@tb:identifier.taxon': 27264, '@tb:identifier.taxonVariant': 63627, '@ubio': '2653548', '@uniprot': '45839'}",121200
Markea ulei,Markea ulei,ot_1003_Tr100305.nex,-,Markea ulei,Markea ulei,"{'@tb:identifier.taxon': 429023, '@tb:identifier.taxonVariant': 565234, '@ubio': '3440241', '@uniprot': '540814'}",1011302
Cestrum diurnum,Cestrum diurnum,ot_1003_Tr100305.nex,-,Cestrum diurnum,Cestrum diurnum,"{'@tb:identifier.taxon': 562401, '@tb:identifier.taxonVariant': 744799, '@ubio': '2653582', '@uniprot': '693370'}",239736
Solanum cookii,Solanum cookii,ot_1003_Tr100305.nex,-,Solanum cookii,Solanum cookii,"{'@tb:identifier.taxon': 349408, '@tb:identifier.taxonVariant': 382898, '@ubio': '9108368', '@uniprot': '400993'}",361007
Solanum pampasense,Solanum pampasense,ot_1003_Tr100305.nex,-,Solanum pampasense,Solanum pampasense,"{'@tb:identifier.taxon': 278973, '@tb:identifier.taxonVariant': 332735, '@ubio': '5862798', '@uniprot': '317832'}",1023754
Solanum lythrocarpum,Solanum lythrocarpum,ot_1003_Tr100305.nex,-,Solanum lythrocarpum,Solanum lythrocarpum,"{'@tb:identifier.taxon': 619579, '@tb:identifier.taxonVariant': 829658, '@ubio': '8399997'}",464534
Solanum dioicum,Solanum dioicum,ot_1003_Tr100305.nex,-,Solanum dioicum,Solanum dioicum,"{'@tb:identifier.taxon': 34292, '@tb:identifier.taxonVariant': 79163, '@ubio': '9108504', '@uniprot': '368031'}",518430
Anthocercis sylvicola,Anthocercis sylvicola,ot_1003_Tr100305.nex,-,Anthocercis sylvicola,Anthocercis sylvicola,"{'@tb:identifier.taxon': 1857, '@tb:identifier.taxonVariant': 4538, '@ubio': '5969242', '@uniprot': '195722'}",286574
Lycium grandicalyx,Lycium grandicalyx,ot_1003_Tr100305.nex,-,Lycium grandicalyx,Lycium grandicalyx,"{'@tb:identifier.taxon': 362378, '@tb:identifier.taxonVariant': 390408, '@ubio': '10330809', '@uniprot': '416532'}",86086
Jaltomata viridiflora,Jaltomata viridiflora,ot_1003_Tr100305.nex,-,Jaltomata viridiflora,Jaltomata viridiflora,"{'@tb:identifier.taxon': 14830, '@tb:identifier.taxonVariant': 34859, '@ubio': '9183695'}",68630
Jaltomata ventricosa,Jaltomata ventricosa,ot_1003_Tr100305.nex,-,Jaltomata ventricosa,Jaltomata ventricosa,"{'@tb:identifier.taxon': 14829, '@tb:identifier.taxonVariant': 34855, '@ubio': '9183720'}",68620
Lycium amoenum,Lycium amoenum,ot_1003_Tr100305.nex,-,Lycium amoenum,Lycium amoenum,"{'@tb:identifier.taxon': 362370, '@tb:identifier.taxonVariant': 390394, '@ubio': '10330803', '@uniprot': '416524'}",660388
Lycianthes tricolor,Lycianthes tricolor,ot_1003_Tr100305.nex,-,Lycianthes tricolor,Lycianthes tricolor,"{'@tb:identifier.taxon': 342867, '@tb:identifier.taxonVariant': 503524, '@ubio': '9170129', '@uniprot': '393168'}",864323
Ipomoea,Ipomoea,ot_1003_Tr100305.nex,-,Ipomoea,Ipomoea,"{'@tb:identifier.taxon': 14651, '@tb:identifier.taxonVariant': 34416, '@ubio': '2653799', '@uniprot': '4119'}",494853
Cestrum roseum,Cestrum roseum,ot_1003_Tr100305.nex,-,Cestrum roseum,Cestrum roseum,"{'@tb:identifier.taxon': 36727, '@tb:identifier.taxonVariant': 85001, '@ubio': '9138413', '@uniprot': '385340'}",242624
Nolana confinis,Nolana confinis,ot_1003_Tr100305.nex,-,Nolana confinis,Nolana confinis,"{'@tb:identifier.taxon': 95028, '@tb:identifier.taxonVariant': 174199, '@ubio': '5957953', '@uniprot': '84178'}",849817
Solanum cataphractum,Solanum cataphractum,ot_1003_Tr100305.nex,-,Solanum cataphractum,Solanum cataphractum,"{'@tb:identifier.taxon': 34295, '@tb:identifier.taxonVariant': 79169, '@ubio': '9210276', '@uniprot': '368028'}",1044890
Solanum mortonii,Solanum mortonii,ot_1003_Tr100305.nex,-,Solanum mortonii,Solanum mortonii,"{'@tb:identifier.taxon': 604567, '@tb:identifier.taxonVariant': 806759, '@ubio': '9218516'}",464554
Lycium americanum,Lycium americanum,ot_1003_Tr100305.nex,-,Lycium americanum,Lycium americanum,"{'@tb:identifier.taxon': 116722, '@tb:identifier.taxonVariant': 195074, '@ubio': '2783541', '@uniprot': '112861'}",40034
Solanum symonii,Solanum symonii,ot_1003_Tr100305.nex,-,Solanum symonii,Solanum symonii,"{'@tb:identifier.taxon': 349422, '@tb:identifier.taxonVariant': 382913, '@ubio': '9109829', '@uniprot': '401008'}",765652
Nicotiana tomentosiformis,Nicotiana tomentosiformis,ot_1003_Tr100305.nex,-,Nicotiana tomentosiformis,Nicotiana tomentosiformis,"{'@tb:identifier.taxon': 50908, '@tb:identifier.taxonVariant': 120504, '@ubio': '3440282', '@uniprot': '4098'}",229330
Jaltomata bernardelloana,Jaltomata bernardelloana,ot_1003_Tr100305.nex,-,Jaltomata bernardelloana,Jaltomata bernardelloana,"{'@tb:identifier.taxon': 570323, '@tb:identifier.taxonVariant': 790619, '@ubio': '3440129'}",482492
Solanum nigrum,Solanum nigrum,ot_1003_Tr100305.nex,-,Solanum nigrum,Solanum nigrum,"{'@tb:identifier.taxon': 50913, '@tb:identifier.taxonVariant': 120511, '@ubio': '2676628', '@uniprot': '4112'}",494831
Lycium schizocalyx,Lycium schizocalyx,ot_1003_Tr100305.nex,-,Lycium schizocalyx,Lycium schizocalyx,"{'@tb:identifier.taxon': 116741, '@tb:identifier.taxonVariant': 195093, '@ubio': '5960512', '@uniprot': '112881'}",913565
Solanum agrarium,Solanum agrarium,ot_1003_Tr100305.nex,-,Solanum agrarium,Solanum agrarium,"{'@tb:identifier.taxon': 27123, '@tb:identifier.taxonVariant': 63339, '@ubio': '3440605', '@uniprot': '282181'}",80983
Solanum oldfieldii,Solanum oldfieldii,ot_1003_Tr100305.nex,-,Solanum oldfieldii,Solanum oldfieldii,"{'@tb:identifier.taxon': 619584, '@tb:identifier.taxonVariant': 829663, '@ubio': '9109274'}",800989
Nicotiana palmeri,Nicotiana palmeri,ot_1003_Tr100305.nex,-,Nicotiana palmeri,Nicotiana palmeri,"{'@tb:identifier.taxon': 70736, '@tb:identifier.taxonVariant': 146879, '@ubio': '2771318', '@uniprot': '49453'}",882072
Anthotroche walcottii,Anthotroche walcottii,ot_1003_Tr100305.nex,-,Anthotroche walcottii,Anthotroche walcottii,"{'@tb:identifier.taxon': 1875, '@tb:identifier.taxonVariant': 4574, '@ubio': '5969246', '@uniprot': '195727'}",286568
Solanum ferocissimum,Solanum ferocissimum,ot_1003_Tr100305.nex,-,Solanum ferocissimum,Solanum ferocissimum,"{'@tb:identifier.taxon': 27179, '@tb:identifier.taxonVariant': 63458, '@ubio': '5970594', '@uniprot': '205551'}",261788
Lycium elongatum,Lycium elongatum,ot_1003_Tr100305.nex,-,Lycium elongatum,Lycium elongatum,"{'@tb:identifier.taxon': 116733, '@tb:identifier.taxonVariant': 195086, '@ubio': '5960509', '@uniprot': '112872'}",560949
Cyphanthera odgersii,Cyphanthera odgersii,ot_1003_Tr100305.nex,-,Cyphanthera odgersii,Cyphanthera odgersii,"{'@tb:identifier.taxon': 8151, '@tb:identifier.taxonVariant': 19615, '@ubio': '5969251', '@uniprot': '195734'}",810419
Solanum repandum,Solanum repandum,ot_1003_Tr100305.nex,-,Solanum repandum,Solanum repandum,"{'@tb:identifier.taxon': 27259, '@tb:identifier.taxonVariant': 63616, '@ubio': '5973116', '@uniprot': '227727'}",835543
Nicotiana trigonophylla,Nicotiana trigonophylla,ot_1003_Tr100305.nex,-,Nicotiana trigonophylla,Nicotiana trigonophylla,"{'@tb:identifier.taxon': 121196, '@tb:identifier.taxonVariant': 199004, '@ubio': '2771319', '@uniprot': '118711'}",210474
Physalis microphysa,Physalis microphysa,ot_1003_Tr100305.nex,-,Physalis microphysa,Physalis microphysa,"{'@tb:identifier.taxon': 22178, '@tb:identifier.taxonVariant': 51570, '@ubio': '3440327', '@uniprot': '304118'}",631588
Nierembergia tucumanensis,Nierembergia tucumanensis,ot_1003_Tr100305.nex,-,Nierembergia tucumanensis,Nierembergia tucumanensis,"{'@tb:identifier.taxon': 41292, '@tb:identifier.taxonVariant': 96250, '@ubio': '9224212', '@uniprot': '274388'}",898762
Nicotiana kawakamii,Nicotiana kawakamii,ot_1003_Tr100305.nex,-,Nicotiana kawakamii,Nicotiana kawakamii,"{'@tb:identifier.taxon': 76037, '@tb:identifier.taxonVariant': 153271, '@ubio': '5883738', '@uniprot': '57321'}",967554
Solanum quadrangulare,Solanum quadrangulare,ot_1003_Tr100305.nex,-,Solanum quadrangulare,Solanum quadrangulare,"{'@tb:identifier.taxon': 27255, '@tb:identifier.taxonVariant': 63610, '@ubio': '5970601', '@uniprot': '205575'}",158098
Lycium bosciifolium,Lycium bosciifolium,ot_1003_Tr100305.nex,-,Lycium bosciifolium,Lycium bosciifolium,"{'@tb:identifier.taxon': 301695, '@tb:identifier.taxonVariant': 350381, '@ubio': '9164427', '@uniprot': '343880'}",596960
Capsicum minutiflorum,Capsicum minutiflorum,ot_1003_Tr100305.nex,-,Capsicum minutiflorum,Capsicum minutiflorum,"{'@tb:identifier.taxon': 342842, '@tb:identifier.taxonVariant': 378910, '@ubio': '3439927', '@uniprot': '393143'}",914543
Solanum tuberosum,Solanum tuberosum,ot_1003_Tr100305.nex,-,Solanum tuberosum,Solanum tuberosum,"{'@tb:identifier.taxon': 27291, '@tb:identifier.taxonVariant': 63679, '@ubio': '2669400', '@uniprot': '4113'}",494835
Nolana cerrateana,Nolana cerrateana,ot_1003_Tr100305.nex,-,Nolana cerrateana,Nolana cerrateana,"{'@tb:identifier.taxon': 95026, '@tb:identifier.taxonVariant': 174197, '@ubio': '5957951', '@uniprot': '84176'}",849842
Physalis longifolia,Physalis longifolia,ot_1003_Tr100305.nex,-,Physalis longifolia,Physalis longifolia,"{'@tb:identifier.taxon': 22175, '@tb:identifier.taxonVariant': 51565, '@ubio': '2653668', '@uniprot': '161495'}",179319
Solanum subpanduratum,Solanum subpanduratum,ot_1003_Tr100305.nex,-,Solanum subpanduratum,Solanum subpanduratum,"{'@tb:identifier.taxon': 278975, '@tb:identifier.taxonVariant': 332739, '@ubio': '5864241', '@uniprot': '317834'}",1023765
Nolana clivicola,Nolana clivicola,ot_1003_Tr100305.nex,-,Nolana clivicola,Nolana clivicola,"{'@tb:identifier.taxon': 95027, '@tb:identifier.taxonVariant': 174198, '@ubio': '5957952', '@uniprot': '84177'}",849840
Solanum acutilobum,Solanum acutilobum,ot_1003_Tr100305.nex,-,Solanum acutilobum,Solanum acutilobum,"{'@tb:identifier.taxon': 604573, '@tb:identifier.taxonVariant': 806765, '@ubio': '9123410'}",888739
Solanum luteoalbum,Solanum luteoalbum,ot_1003_Tr100305.nex,-,Solanum luteoalbum,Solanum luteoalbum,"{'@tb:identifier.taxon': 27209, '@tb:identifier.taxonVariant': 63521, '@ubio': '3440599', '@uniprot': '52878'}",326631
Schultesianthus megalandrus,Schultesianthus megalandrus,ot_1003_Tr100305.nex,-,Schultesianthus megalandrus,Schultesianthus megalandrus,"{'@tb:identifier.taxon': 429039, '@tb:identifier.taxonVariant': 780671, '@ubio': '9169498', '@uniprot': '540832'}",960293
Nicotiana cordifolia,Nicotiana cordifolia,ot_1003_Tr100305.nex,-,Nicotiana cordifolia,Nicotiana cordifolia,"{'@tb:identifier.taxon': 138290, '@tb:identifier.taxonVariant': 214780, '@ubio': '5862038', '@uniprot': '140890'}",726473
Solanum chmielewskii,Solanum chmielewskii,ot_1003_Tr100305.nex,-,Solanum chmielewskii,Solanum chmielewskii,"{'@tb:identifier.taxon': 79799, '@tb:identifier.taxonVariant': 157629, '@ubio': '5884224', '@uniprot': '62889'}",360692
Solanum torvum,Solanum torvum,ot_1003_Tr100305.nex,-,Solanum torvum,Solanum torvum,"{'@tb:identifier.taxon': 632128, '@tb:identifier.taxonVariant': 847140, '@ubio': '457638', '@uniprot': '119830'}",1022523
Solanum spegazzinii,Solanum spegazzinii,ot_1003_Tr100305.nex,-,Solanum spegazzinii,Solanum spegazzinii,"{'@tb:identifier.taxon': 66171, '@tb:identifier.taxonVariant': 141256, '@ubio': '5862682', '@uniprot': '42755'}",963043
Physalis pumila,Physalis pumila,ot_1003_Tr100305.nex,-,Physalis pumila,Physalis pumila,"{'@tb:identifier.taxon': 22188, '@tb:identifier.taxonVariant': 51598, '@ubio': '2653672', '@uniprot': '304157'}",940385
Solanum reflexiflorum,Solanum reflexiflorum,ot_1003_Tr100305.nex,-,Solanum reflexiflorum,Solanum reflexiflorum,"{'@tb:identifier.taxon': 604568, '@tb:identifier.taxonVariant': 806760, '@ubio': '9134268'}",192046
